"inn"@;@"name"@;@"region_soato"@;@"district_soato"
"206066414"@;@"""PALERMA QURILISH-ISHONCH"" MCHJ"@;@"1708"@;@"1708401"
"304938782"@;@"""MARMAR OBOD"" MCHJ"@;@"1712"@;@"1712412"
"304712194"@;@"""RAHMATILLO-OYATILLO"" FX"@;@"1703"@;@"1703203"
"308948260"@;@QAHHOR OTA AGRO SERVIS MCHJ@;@"1718"@;@
"309611790"@;@"ООО ""KARLUV MOST"""@;@"1726"@;@
"300242925"@;@"""ELEGANTTEKSTREYD LTD"" MCHJ"@;@"1706"@;@"1706401"
"202310644"@;@"""TRADE&PRODUCTION INTERNATIONAL"" MCHJ"@;@"1712"@;@"1712238"
"301797258"@;@"""KOGON NUR TEKS"" MCHJ"@;@"1706"@;@"1706219"
"301897591"@;@"""XILOLA-SHOXBEK AGRO VET FARM"" MCHJ"@;@"1718"@;@"1718401"
"303566725"@;@"""SHOKIRJON PIDAYEV AGROFIRMASI"" MCHJ"@;@"1722"@;@"1722223"
"310079670"@;@"""V-KLEEN INDIA"" MCHJ QK"@;@"1727"@;@"1727237"
"307775565"@;@"""INTER-TRADING-GROUP"" MCHJ XK"@;@"1724"@;@"1724413"
"306358561"@;@"ООО ""MAHORAT SOXIBI"""@;@"1706"@;@
"207348742"@;@"""Hasib Hkmat Samadi"" LTD"@;@@;@
"305476772"@;@"""ALIM-TECH TEXTILE"" MCHJ"@;@"1727"@;@"1727259"
"310107825"@;@"OOO ""SALIM-UNIVER-INVEST"""@;@"1735"@;@
"308448844"@;@"""IFTIXOR TEX"" MCHJ"@;@"1703"@;@"1703401"
"300157721"@;@"""FABRICTEX"" MCHJ"@;@"1714"@;@"1714401367"
"309458751"@;@"""SWORK TIMUR TEX"" MCHJ"@;@"1703"@;@"1703210"
"309451144"@;@"""AR-PROM OIL"" MCHJ"@;@"1726"@;@"1726269"
"309990259"@;@SAFWAN DAYAN MCHJ@;@"1727"@;@
"304776068"@;@"""PESH TEX INVEST"" MCHJ"@;@"1706"@;@"1706240"
"204172808"@;@"""NORD-WEST"" XK"@;@"1726"@;@"1726283"
"309174458"@;@"""SAYHUN GROUP BOTTLERS"" MCHJ"@;@"1727"@;@"1727224"
"305829893"@;@"""SOCHAK EXPORT ENTERPRISES"" MCHJ"@;@"1718"@;@"1718238"
"308653653"@;@"ИП ООО ""KO-KAND"""@;@"1730"@;@
"302045804"@;@"""AZIYA PLAST-AND"" MCHJ"@;@"1703"@;@"1703230"
"306151924"@;@"JV LLC ""NOVAYA RADUGA"""@;@"1730"@;@
"301738772"@;@"""KELAJAK SARI TIKO'V"" MCHJ"@;@"1714"@;@"1714401367"
"304818496"@;@"""ABS TEXTILE COMPANY"" MCHJ"@;@"1730"@;@"1730401"
"305141779"@;@"""OIL EXTRACTION"" MCHJ QK"@;@"1718"@;@"1718235"
"306141287"@;@"ИП ООО ""AMA CENTRAL ASIA"""@;@"1726"@;@
"202193220"@;@"""ZEBINISO-ONA"" MCHJ"@;@"1726"@;@"1726262"
"310249712"@;@"""AGRORICHMONDFRUKTS"" MCHJ"@;@"1703"@;@"1703209"
"305954368"@;@"""WINDOW WORLD"" MCHJ"@;@"1726"@;@"1726266"
"310394368"@;@"СП ООО ""UZKAZTRADE"""@;@"1726"@;@
"301721770"@;@"""XONQA BILLUR SALT"" XK"@;@"1733"@;@"1733223"
"310048764"@;@"ООО ""SINO-LUOU"""@;@"1726"@;@
"301325772"@;@"""JIZZAXINTERTRANS"" MCHJ"@;@"1708"@;@"1708401"
"206939506"@;@"""OSBORN TEXTILE"" MCHJ XK"@;@"1727"@;@"1727224"
"308824431"@;@"""URGENCH CLUSTER GROUP"" MCHJ"@;@"1733"@;@"1733217"
"300429137"@;@"""GRAND TEXTILE SERVICE"" MCHJ"@;@"1714"@;@"1714401"
"205605542"@;@"""ZAMON TEKS NURI"" MCHJ"@;@"1703"@;@"1703230"
"202793843"@;@"""CHINOR"" FX"@;@"1706"@;@"1706246"
"305485327"@;@"СП ООО ""CENTRAL ASIA CERAMICS"""@;@"1726"@;@
"311007940"@;@"OOO ""ASL DON-2024"""@;@"1722"@;@
"305480531"@;@"""TIESTI COMPANY"" MCHJ"@;@"1730"@;@"1730412"
"309320877"@;@"""POWERFUL TIGER"" MCHJ"@;@"1727"@;@"1727248"
"308081772"@;@"""BFB TRIKO"" MCHJ"@;@"1726"@;@"1726266"
"306131576"@;@LLC ?Bukhara Chemical Company?@;@"1710"@;@
"302386199"@;@"""AKTASH CUP"" MCHJ QK"@;@"1726"@;@"1726264"
"310927708"@;@"""CHORKESAR RIVOJ"" MCHJ"@;@"1714"@;@"1714219"
"305825535"@;@"""ZHONGTIAN XALQARO INVESTITSIYA"" MCHJ"@;@"1703"@;@"1703224"
"303399521"@;@"""CHORTOQ MINERAL WATER"" MCHJ QK"@;@"1714"@;@"1714236"
"310739592"@;@"ООО ""HOME TERRY TEXTILE"""@;@"1718"@;@
"310861404"@;@ООО ?IZZATULLO ISSIQXONALARI?@;@"1703"@;@
"303480826"@;@"""STARLINE PACKING"" MCHJ"@;@"1726"@;@"1726273"
"303240736"@;@"""SAMKAND INTELEKT SAVDO"" MCHJ"@;@"1718"@;@"1718233"
"309457800"@;@"""DREAM WORLD PLATINUM"" MCHJ"@;@"1722"@;@
"310012629"@;@"OOO ""SHOX SODIQ"""@;@"1727"@;@
"204099723"@;@"""POLIFLEKS"" MCHJ"@;@"1726"@;@"1726269"
"300066115"@;@"""ZARAFSHAN GOLDEN G R O U P"" MCHJ"@;@"1712"@;@"1712401"
"206019226"@;@"""IFODA AGRO KIMYO HIMOYA"" MCHJ QK"@;@"1714"@;@"1714237"
"310460602"@;@ООО ?MUBORAK GOLD SULFUR BUSINES?@;@"1710"@;@
"307710259"@;@"""BESHARIQ CRUSHER"" MCHJ"@;@"1730"@;@"1730215"
"311477999"@;@OOO INTERNATIONAL SET 777@;@"1730"@;@
"307409615"@;@"""NUR HAYOT COSMETICS"" MCHJ"@;@"1727"@;@"1727237"
"310577961"@;@"""DOORHAN"" MCHJ"@;@"1726"@;@"1726292"
"309222824"@;@"""DECOROOM GROUP"" MCHJ"@;@"1706"@;@"1706401"
"301994764"@;@"""FAZO NUR PLAST"" MCHJ"@;@"1726"@;@"1726287"
"308087692"@;@"""IBRO MODERN SHOES"" MCHJ"@;@"1703"@;@"1703230"
"302342356"@;@"""KRISTALL TEKSTIL LIBOS"" MCHJ"@;@"1714"@;@"1714401367"
"309702449"@;@"""UZGASTRADE"" AJ"@;@"1726"@;@"1726269"
"311487757"@;@"ООО ""BARAKA FRUITS 22"""@;@"1714"@;@
"303174865"@;@"""SAXOVAT BROYLER"" AJ"@;@"1727"@;@"1727250"
"311405841"@;@"ООО ""UNIVER EXPORY"""@;@"1727"@;@
"311049651"@;@МЧЖ  AAQ KARWAN FOODSTUFF TRADING@;@"1726"@;@
"302559544"@;@"""ASIA PORCELAIN TRADE"" MCHJ"@;@"1727"@;@"1727237"
"310108959"@;@NIHAI  CHEMICALS MCHJ@;@"1726"@;@
"303806418"@;@"К/Х""Мадаминов Турдахмад Асали"""@;@"1730"@;@
"306455663"@;@"""AIMIX"" MCHJ"@;@"1726"@;@"1726283"
"206060644"@;@"""SANTEX DIZAYN"" MCHJ"@;@"1714"@;@"1714401365"
"304444679"@;@"""BIZNES ERKIN TEX"" MCHJ"@;@"1703"@;@"1703211"
"301591095"@;@"""PREMIUM TECHNICS"" MCHJ"@;@"1726"@;@"1726287"
"305905260"@;@"""GRAIN"" MCHJ"@;@"1727"@;@"1727233"
"306630153"@;@"""ATUSH MIHNAT TEXTILE"" MCHJ XK"@;@"1718"@;@"1718236"
"305539899"@;@"""CHINA ENERGY INTERNATIONAL GROUP SAMARKAND CEMENT"" MCHJ XK"@;@"1718"@;@"1718215"
"310899370"@;@"ООО ""AGROEXIM"""@;@"1706"@;@
"307847689"@;@"ИП ООО ""VINCLASS OIL TRADING"""@;@"1706"@;@
"309051871"@;@"""BLOSSOM INVEST TEKSTIL"" MCHJ XK"@;@"1703"@;@"1703211"
"307101066"@;@"""SANJAR SAMANDAR FAYZ - 2020"" MCHJ"@;@"1706"@;@"1706258"
"305040184"@;@"ЧП ""BARAKA OSIYO NUR"""@;@"1718"@;@
"301757211"@;@"""BABY TOYS GARDEN"" MCHJ"@;@"1726"@;@"1726287"
"308033790"@;@"""ELEGANCIA ART TEXTILE"" MCHJ"@;@"1714"@;@"1714236"
"301745020"@;@"""HALIL BARAKA PLAST"" XK"@;@"1703"@;@"1703230"
"301802599"@;@"""OQ OLTIN SLADUZ"" MCHJ"@;@"1727"@;@"1727239"
"204784773"@;@"""FWS S C UNION"" MCHJ"@;@"1722"@;@"1722203"
"309752822"@;@"OOO ""SNS-PROJECT"""@;@"1726"@;@
"310744983"@;@"""GARANT TEXTILE"" MCHJ"@;@"1727"@;@"1727237"
"310414254"@;@"""ZUXRUF"" MCHJ"@;@"1727"@;@"1727237"
"310443242"@;@"""ALPHA LOGICTRADE"" MCHJ"@;@"1726"@;@"1726266"
"307998081"@;@"""SIFATLI DON MAXSULOTLARI SS"" OK"@;@"1730"@;@"1730209"
"301336348"@;@"""ROSE DIAMOND"" XK"@;@"1726"@;@"1726292"
"308933099"@;@"""LONATIK TEXTIL EXPORT"" MCHJ"@;@"1703"@;@"1703408"
"307279034"@;@"""KOSON BAXT TEKSTIL"" MCHJ"@;@"1710"@;@"1710229"
"200923254"@;@"""NIKA"" XK"@;@"1730"@;@"1730236"
"302522725"@;@"""KIM ALEKSANDR PRODUKT"" OK"@;@"1727"@;@"1727239"
"207275652"@;@O'ZBEKISTON MEBEL VA YOG'OCHSOZLIK SANOATI KORXONALARI UYUSHMASI@;@"1726"@;@
"306033129"@;@"OOO ""NASAF ULKAN IMPEX"""@;@"1710"@;@
"306925631"@;@"""GUANGZHOU EXPORT"" MCHJ"@;@"1735"@;@"1735209"
"302943312"@;@"""KOGON QURILISH INGINERING"" MCHJ"@;@"1712"@;@"1712234"
"305950129"@;@"""GULISTON SAYQAL TEXTIL"" MCHJ"@;@"1724"@;@"1724220"
"308411280"@;@"OOO ""SOZAL KIMYA"""@;@"1726"@;@
"306882347"@;@"""WHITE GOLD TEXTILE"" MCHJ"@;@"1703"@;@"1703230"
"301416818"@;@"""PARVOZ CHOCOLA"" MCHJ"@;@"1727"@;@"1727265"
"305116619"@;@``ZAVOD METALL PROFIL`` MCHJ XK@;@"1726"@;@"1726280"
"310368374"@;@OOO S-D FOOD OPTIMAL@;@"1726"@;@
"311727994"@;@OOO MS EXPO@;@"1714"@;@
"307377712"@;@"""KOSONSOY TOMAT PASTASI"" MCHJ"@;@"1714"@;@"1714207"
"305777968"@;@ООО APEX PLAST INVEST-GROUP@;@"1714"@;@
"301711198"@;@"OOO ""BUXORO KOMFORT TEKSTIL"""@;@"1706"@;@
"307108824"@;@"""DOT INC"" MCHJ"@;@"1712"@;@"1712234"
"308057627"@;@"""BAYSAN RETAIL"" MCHJ"@;@"1726"@;@"1726266"
"300035913"@;@"""EDELWEISS PHARM"" XK"@;@"1730"@;@"1730401"
"304874871"@;@"""LEGUMES"" MCHJ XK"@;@"1727"@;@"1727206"
"309703415"@;@"LLC ""CITY-EXPORT 2022"""@;@"1730"@;@
"311653202"@;@ЧП ?ABULAZIZ AGRO EXPORT?@;@"1718"@;@
"300274885"@;@"""GOLD-YARN TEXTILE"" MCHJ"@;@"1714"@;@"1714401365"
"307902328"@;@"""MILATEX"" MCHJ"@;@"1727"@;@"1727424"
"307048338"@;@OOO  INDIGO-TRADE-SX@;@"1722"@;@
"303003088"@;@"""ASL MEBEL JIHOZ"" MCHJ"@;@"1730"@;@"1730412"
"310999594"@;@ООО ENERGOMASHPOSTAVKA@;@"1727"@;@
"302396431"@;@"""SAYRA DON MAHSULOTLARI"" MCHJ"@;@"1726"@;@"1726290"
"200839721"@;@"""V E K"" MCHJ"@;@"1727"@;@"1727265"
"207280655"@;@ЗАО ?Tunnel Sadd Ariana? в РУз@;@@;@
"309705737"@;@"OOO ""GRAMADA SALES ENTERPRISE"""@;@"1726"@;@
"307113984"@;@"OOO ""MODERN TECHNOLOGY AND DEVELOPMENT"""@;@"1726"@;@
"307678471"@;@"OOO ""GREEN KING URGUT"""@;@"1718"@;@
"307772134"@;@"""SHAHRISABZ TEGIRMONI"" MCHJ"@;@"1710"@;@"1710405"
"301711973"@;@"""KAMALAK SHABNAM TEKS"" MCHJ"@;@"1706"@;@"1706401"
"306957956"@;@"""XIVA GILAM KOMBINATI"" MCHJ"@;@"1733"@;@"1733406"
"203512408"@;@"""TEDA"" MAS'ULIYATI CHEKLANGAN JAMIYATI"@;@"1726"@;@"1726269"
"307112954"@;@"""ABDUVALI XOJI VODIY FAYZI"" MCHJ"@;@"1730"@;@"1730227"
"205442913"@;@"""KOGONTEKS"" MCHJ"@;@"1706"@;@"1706219"
"309998659"@;@"ООО ""NURA SOLAR"""@;@"1726"@;@
"205709451"@;@"""ZARSHED-XURSHED"" MCHJ"@;@"1735"@;@"1735215"
"204157974"@;@"""OFS"" MCHJ"@;@"1706"@;@"1706401"
"306480776"@;@"OOO""ALVINA  CHEMICAL"""@;@"1726"@;@
"311037818"@;@ООО GD TRADING PLUS@;@"1726"@;@
"302937975"@;@"OOO ""BAXT ZAMIN SAXOVATI"""@;@"1714"@;@
"307825977"@;@"OOO ""BAXRIDDIN AGRO IMPEKS"""@;@"1726"@;@
"307674984"@;@"СП ""DIMU AND CO"","@;@"1706"@;@
"301888397"@;@"""RED ATLAND"" MCHJ"@;@"1726"@;@"1726269"
"200427499"@;@"""KHIVA"" MCHJ"@;@"1733"@;@"1733204"
"301185609"@;@"""SURPRISE ICE CREAM"" MCHJ"@;@"1703"@;@"1703401"
"311101975"@;@"""THE GREAT STORE"" MCHJ"@;@"1722"@;@
"301659658"@;@"""JIZZAKH TEXTILE"" MCHJ"@;@"1708"@;@"1708401"
"301146497"@;@"""MOCOKKO-ELIT"" MCHJ"@;@"1726"@;@"1726273"
"205239579"@;@"""2 F TECHNOLOGY GROUP"" MCHJ"@;@"1730"@;@"1730405"
"207137206"@;@"OOO ""KO'KLAM OBOD ZAMINI"""@;@"1714"@;@
"305696150"@;@"""BEK AGRO EKSPORT S"" MCHJ"@;@"1722"@;@"1722214"
"302982107"@;@"""XAIT TEKS INVEST"" MCHJ"@;@"1703"@;@"1703230"
"301887952"@;@"""TEXTILE MILL TASHKENT"" MCHJ QK"@;@"1727"@;@"1727401"
"302126379"@;@OOO ?Azna Invest Teks?@;@"1726"@;@
"310277583"@;@"ООО ""SHABADA FOODS"""@;@"1726"@;@
"310108894"@;@"OOO ""KIMYSOL"""@;@"1726"@;@
"305975871"@;@"Семейное предприятие ""SAMAJ AGRO FOOD IMPEX"""@;@"1727"@;@
"301688979"@;@"""IBROXIM BIZNES BARAKA"" MCHJ"@;@"1718"@;@"1718236"
"302624574"@;@"""ASIA   INVEST   TEXTILE"" MCHJ"@;@"1718"@;@"1718401"
"305042918"@;@"""BONNA LUX"" MCHJ"@;@"1726"@;@"1726280"
"303336529"@;@"""KOKAND BICYCLES"" MCHJ"@;@"1730"@;@"1730221"
"306038951"@;@"""KARVON INDUSTRIAL TRADE"" MCHJ"@;@"1726"@;@"1726283"
"205488634"@;@"""KAFOLAT-STIL"" MCHJ"@;@"1718"@;@"1718401"
"305131584"@;@"OOO ""INTER AGRO"""@;@"1726"@;@
"300436026"@;@"""ROSTEXSTROY"" MCHJ QK"@;@"1706"@;@"1706207"
"308142735"@;@"""BEKZOD ROVSHANBEK"" MCHJ"@;@"1724"@;@"1724401"
"301156438"@;@"КДИП ""IPAR BIO INTER"""@;@"1700"@;@
"311075312"@;@"""GLOBAL AVANGARD TECHNOLOGY"" MCHJ"@;@"1708"@;@"1708401"
"310972219"@;@Melen Kumas MCHJ@;@"1726"@;@
"207339784"@;@"ПУ ""CHINA ROAD AND BRIDGE CORPORATION "" JV"""@;@"1735"@;@
"301209361"@;@"""OBID FAYZ-BM"" MCHJ"@;@"1714"@;@"1714401367"
"302624179"@;@"""MARATON TEXTILE"" OK"@;@"1727"@;@"1727424"
"309109235"@;@СП ООО Rainbow Agriscience@;@"1718"@;@
"202266650"@;@"""ELLIPS UDP"" MCHJ"@;@"1726"@;@"1726294"
"310512188"@;@"ООО ""ROTTEN ONE"""@;@"1727"@;@
"309779219"@;@"""ELECTRONICS-IDEAL"" MCHJ"@;@"1718"@;@"1718236"
"304648029"@;@"""ANDIJON KOZIMJON MRAMORLARI"" MCHJ"@;@"1703"@;@"1703401"
"301167154"@;@"""AL-SAID KAFOLAT"" XK"@;@"1726"@;@"1726290"
"301959276"@;@"""RUBBER-TOYS"" MCHJ"@;@"1726"@;@"1726262"
"205089505"@;@"""BUKHARA NATURAL PRODUCT"" MCHJ"@;@"1706"@;@"1706401"
"308800572"@;@"""ISHTIXON BIO MILK"" MCHJ"@;@"1718"@;@"1718212"
"306598027"@;@"""TRADE-LINE TEXTILE"" MCHJ"@;@"1727"@;@"1727206"
"306340625"@;@"""KHANTEX-OIL"" MCHJ"@;@"1703"@;@"1703220"
"306295863"@;@CLEAN WOOD INVEST MCHJ@;@"1733"@;@
"310835728"@;@"""PENG SHENG INTERNATIONAL AGRICULTURAL SCIENCE AND TECHNOLOGY"" MCHJ XK"@;@"1724"@;@"1724231"
"308084372"@;@"ООО ""BABAYRO EXPO"""@;@"1727"@;@
"310898261"@;@"""MIOLAR TEXTILE"" MCHJ XK"@;@"1730"@;@"1730215"
"205474003"@;@ООО UZUN DON FAYZ@;@"1722"@;@
"207182334"@;@"Пред-во ""SANDOZ PHARMACEUTICALS"" в РУ"@;@"1726"@;@
"308254951"@;@"""AKSA ENERJI BUKHARA"" MCHJ XK"@;@"1706"@;@"1706207"
"306705232"@;@"""TO`RTKO`L MYASOMOLPROM"" MCHJ"@;@"1735"@;@"1735233"
"301835866"@;@"""TESPACK"" MCHJ"@;@"1718"@;@"1718401"
"302801590"@;@"""MEGA-TECH SOLUTIONS"" MCHJ"@;@"1726"@;@"1726283"
"207057504"@;@"""MERRYMED FARM"" MCHJ"@;@"1714"@;@"1714401367"
"311519138"@;@"""OPEN PRICE TEXTILE"" MCHJ"@;@"1726"@;@"1726287"
"303855072"@;@"""ELEGANT GARMENT TEXTILE"" MCHJ XK"@;@"1727"@;@"1727404"
"311335803"@;@"ООО ""STONE PLAZA"""@;@"1726"@;@
"308798512"@;@"""TECHNOTEX CLUSTER"" mas`uliyati cheklangan jamiyati"@;@"1703"@;@"1703206"
"310190764"@;@OOO ?MODERN TRADE KDB 01?@;@"1710"@;@
"311423456"@;@"OOO ""SKYTRANS EXPERT"""@;@"1722"@;@
"310771509"@;@"""ALL TRADE AT"" MCHJ"@;@"1726"@;@"1726277"
"310386528"@;@"""ALBA ROSSA"" MCHJ"@;@"1727"@;@"1727259"
"302101465"@;@"""ASOF AND TEKSTIL"" MCHJ"@;@"1703"@;@"1703236"
"307750898"@;@"ООО ""COSMO"""@;@"1703"@;@
"306412280"@;@"""XINCHUANG TECHNOLOGI LIMITED"" MCHJ XK"@;@"1735"@;@"1735218"
"308982560"@;@OOO YANGI FARG`ONA MEVA EKSPORT@;@"1730"@;@
"200140683"@;@"426-ХИКМК МЧЖ"@;@"1730"@;@
"310275318"@;@"""DIMAX-DIMAX GROUP"" MCHJ"@;@"1730"@;@"1730230"
"301498985"@;@"""SELEN BUNYODKOR"" MCHJ"@;@"1714"@;@"1714219"
"306561951"@;@"""SOBITHON TIKUV USKUNA SAVDO"" MCHJ"@;@"1714"@;@"1714401365"
"308204127"@;@"ПК ""NIXOL-AGRO-EKSPORT"""@;@"1726"@;@
"311085799"@;@OOO ?BROTHERS EXPORT IMPORT?@;@"1726"@;@
"311631198"@;@"OOO "" SURAJ AMAN """@;@"1722"@;@
"302413758"@;@"""XORAZM TEX"" MCHJ"@;@"1733"@;@"1733223"
"200570520"@;@HAMKOR MCHJ@;@"1727"@;@"1727249"
"310220188"@;@ООО Otash-Aziya Metall@;@"1718"@;@
"302852964"@;@"""GOLD GIPS CARD"" MCHJ"@;@"1730"@;@"1730230"
"307496461"@;@"""QADRLI"" MCHJ"@;@"1724"@;@"1724216"
"302401725"@;@"""VIDA VERDE PHARM"" MCHJ"@;@"1726"@;@"1726294"
"305927012"@;@"""ANGREN INSULATION"" MCHJ"@;@"1727"@;@"1727407"
"301506530"@;@"""ELITA-SANGARDAK"" MCHJ"@;@"1726"@;@"1726290"
"303558734"@;@"""GOLDEN VALLEY FASTENERS"" MCHJ"@;@"1730"@;@"1730412"
"306372736"@;@"ООО ""AGRORAY"""@;@"1726"@;@
"310003805"@;@"""SPACE WIND"" MCHJ"@;@"1726"@;@"1726273"
"304307981"@;@"""MULTIVAC PACKAGING"" MCHJ"@;@"1726"@;@"1726269"
"309269188"@;@"""MODERN SUNNY HOME"" MCHJ"@;@"1703"@;@"1703220"
"306712604"@;@"""FAYZ PLAST-YXJ"" MCHJ"@;@"1714"@;@"1714401365"
"310991338"@;@"ООО ""SAID PIR"""@;@"1733"@;@
"306819422"@;@"""TURON SAM-PLAST"" XK"@;@"1718"@;@"1718215"
"309539666"@;@"""LEICHTER KAMALAK TEXTILIEN"" MCHJ QK"@;@"1706"@;@"1706258"
"311351301"@;@"OOO ""NOVOLAND"""@;@"1722"@;@
"308154775"@;@"""KADYROV MEDICAL TRADE"" MCHJ"@;@"1726"@;@"1726277"
"305703821"@;@ООО GIRGIN@;@"1730"@;@
"308967318"@;@"""MEGA RAVNAQ"" Оилавий корхонаси"@;@"1722"@;@
"311317721"@;@"ООО ""TOLIK KAPITAL"""@;@"1730"@;@
"309583004"@;@"""ROCKFIBER"" MCHJ"@;@"1708"@;@"1708235"
"311553889"@;@"""STONE BUKHARA"" MCHJ"@;@"1726"@;@"1726277"
"301009326"@;@"""MADINA MUAZZAM"" MCHJ"@;@"1714"@;@"1714212"
"311401720"@;@"ООО ""SIRIUS INTERNATIONAL"""@;@"1718"@;@
"310298755"@;@ООО ? INSAF ?@;@"1726"@;@
"206620635"@;@"""YOZYOVON KATTA KARVONI"" XK"@;@"1730"@;@"1730242"
"309709003"@;@NAVIEN UBK LLC@;@"1726"@;@
"302070094"@;@"""INVEST DAVR TEKS"" MCHJ"@;@"1703"@;@"1703224"
"311167387"@;@"ИП ООО ""QORIZODA"""@;@"1722"@;@
"307693035"@;@"""MAROKAND EXPORT IMPORT"" MCHJ"@;@"1718"@;@"1718236"
"300608396"@;@"""KO`KLAM-SAFAR-PARRANDA"" FX"@;@"1706"@;@"1706219"
"309075794"@;@"OOO""SADAF STAR TRANSPORT"""@;@"1722"@;@
"301334975"@;@"""FORNAKS FARMA"" OK"@;@"1714"@;@"1714401"
"200496224"@;@"ООО ""Termiz Parrandachilik Fabrikasi"""@;@"1722"@;@
"306385839"@;@"""INTELLIGENT ENERGY SYSTEMS"" MCHJ"@;@"1726"@;@"1726292"
"305775464"@;@"""SAX TEXTILE SEWING"" MCHJ"@;@"1706"@;@"1706401"
"300192767"@;@"""GOLDEN SILK"" MCHJ"@;@"1714"@;@"1714212"
"304460880"@;@"""VESTCO TEXTILE"" MCHJ"@;@"1726"@;@"1726280"
"308634669"@;@OOO ?FAMILY EXPORT?@;@"1727"@;@
"306929634"@;@"""BNBM BUILDING MATERIALS CENTRAL ASIA"" MCHJ XK"@;@"1730"@;@"1730238"
"304146574"@;@"""SARDOR TEMUR BO`YOQLARI"" OK"@;@"1733"@;@"1733401"
"300748777"@;@"ООО ""SILVER-PLAST"""@;@"1726"@;@
"309591399"@;@"ООО ""TASHCOM"""@;@"1726"@;@
"302769955"@;@"""ILHOMJON TEKSTIL"" MCHJ"@;@"1714"@;@"1714401"
"305837694"@;@"""MUXLIS-KEMAL AGRO EXPORT"" MCHJ"@;@"1718"@;@"1718401"
"309378281"@;@"ИП ООО ""Kimyo impex"""@;@"1727"@;@
"311585556"@;@"ООО ""Marrux Madad Gold"""@;@"1722"@;@
"306427981"@;@"OOO ""GEROY QAXRAMON"""@;@"1714"@;@
"308885143"@;@"OOO ""INERT AIR PLUS"""@;@"1718"@;@
"303809587"@;@"ДХ""Джамолов Улугбек асали"""@;@"1730"@;@
"306253163"@;@"""HABIB DIYOR MUQADDAS"" MCHJ"@;@"1733"@;@"1733204"
"206337353"@;@"ФХ ""БАКИР-ЗУФАР"""@;@"1727"@;@
"311155046"@;@"ООО ""PURE SILK FIBER"""@;@"1712"@;@
"305778562"@;@"ООО ""WAZIN BROTHERS"""@;@"1727"@;@
"202616791"@;@"""BOW CO LTD"" MCHJ QK"@;@"1727"@;@"1727248"
"310532124"@;@"ООО ""BENEFIT SOFT PLUS"""@;@"1706"@;@
"306199737"@;@"""ORAL EKSPORT IMPEX""  OOO"@;@"1724"@;@
"306311479"@;@"ООО ""SADOVNIK 26"""@;@"1730"@;@
"305811782"@;@"""GENERAL AMCENT GROUP"" MCHJ"@;@"1726"@;@"1726277"
"305129166"@;@"OOO ""TAXTAKUPIR AGRO IMPEKS"""@;@"1735"@;@
"305632848"@;@"""MILLIY METAL SANOAT"" MCHJ"@;@"1727"@;@"1727407"
"310084935"@;@СП OOO RT-KALAVA@;@"1726"@;@
"305703956"@;@"OOO ""Baraka Markaz Group"""@;@"1722"@;@
"307535720"@;@"""TURKIY-INVEST-GROUP"" MCHJ"@;@"1722"@;@"1722226"
"308755272"@;@"OOO"" UN DON MAXSULOT """@;@"1710"@;@
"204079834"@;@"""URGANCH BAHMAL"" MCHJ"@;@"1733"@;@"1733401"
"310219844"@;@"""STANKI-KDT"" LLC"@;@"1727"@;@
"311668301"@;@"ООО ""FARZONA SERVES"""@;@"1722"@;@
"307172232"@;@"OOO ""AGRO MAX APARTAMENTS"""@;@"1727"@;@
"302890356"@;@"OOO ""PLATINUM TRADE GROUP"""@;@"1727"@;@
"308219012"@;@"OOO ""EMPIRE JEWELRY"""@;@"1726"@;@
"305626276"@;@"""TALIP POSH GARANT AND CO"" MCHJ"@;@"1727"@;@"1727212"
"301903346"@;@"""SEGAZA QUYUVCH"" MCHJ"@;@"1703"@;@"1703401"
"310291869"@;@"OOO ""TERMOTECH HOUSE"""@;@"1726"@;@
"306901930"@;@"""RAHMUN KAPERS"" MCHJ QK"@;@"1708"@;@"1708212"
"308276821"@;@SAYAR SHEKIB MCHJ XK@;@"1722"@;@
"307179602"@;@"""JAYXUN-TEKSTEL"" MCHJ"@;@"1722"@;@"1722226"
"302764718"@;@"""SAMARKAND APPAREL "" MCHJ XK"@;@"1718"@;@"1718401"
"302537018"@;@"""REAL TEKS QORAKO`L"" MCHJ"@;@"1706"@;@"1706230"
"305048781"@;@"""UZKIMYOIMPEKS"" MCHJ"@;@"1726"@;@"1726277"
"305480096"@;@"OOO ""CONSENSUS - TRADE"""@;@"1726"@;@
"310201661"@;@"""DUNYO KIMYO"" MCHJ"@;@"1718"@;@"1718401"
"307596979"@;@"""DINAR GROUP"" MCHJ"@;@"1703"@;@"1703401"
"307655595"@;@OOO ?AL VODILIY@;@"1730"@;@
"307218821"@;@OOO ?OZTURAN TECH INVEST?@;@"1726"@;@
"203723334"@;@"""BENTONITE"" MCHJ"@;@"1712"@;@"1712230"
"302493493"@;@"""BURMASTER"" MCHJ"@;@"1730"@;@"1730238"
"305861856"@;@"""MEROS PHARM"" MCHJ"@;@"1718"@;@"1718401"
"305788494"@;@"OOO ""SHOHJAXON GREEN HOUSE"""@;@"1708"@;@
"200949269"@;@"""QO`NG`IROT SODA ZAVODI"" MCHJ XK"@;@"1735"@;@"1735215"
"305413914"@;@"OOO ""OYNOZIK AGRO GULSHANI"""@;@"1722"@;@
"311263481"@;@"OOO ""FRUITS CORP"""@;@"1710"@;@
